cuit,nombre_cliente,herramienta,anio,mes,ejecuciones_esperadas
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,11,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,12,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,1,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,2,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,3,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,4,1
30515772819,INDUNOR,Acrobat Tools,0,0,1
30515772819,INDUNOR,Acrobat Tools,2024,4,1
30515772819,INDUNOR,Acrobat Tools,2024,5,1
30515772819,INDUNOR,Acrobat Tools,2024,6,1
30515772819,INDUNOR,Acrobat Tools,2024,7,1
30515772819,INDUNOR,Acrobat Tools,2024,8,1
30515772819,INDUNOR,Acrobat Tools,2024,9,1
30515772819,INDUNOR,Acrobat Tools,2024,10,1
30515772819,INDUNOR,Acrobat Tools,2024,11,1
30515772819,INDUNOR,Acrobat Tools,2024,12,1
30515772819,INDUNOR,Acrobat Tools,2025,1,1
30515772819,INDUNOR,Acrobat Tools,2025,2,1
30515772819,INDUNOR,Acrobat Tools,2025,3,1
30515772819,INDUNOR,Acrobat Tools,2025,4,1
30515772819,INDUNOR,Acrobat Tools,2025,5,1
30515772819,INDUNOR,Acrobat Tools,2025,6,1
30515772819,INDUNOR,Acrobat Tools,2025,7,1
30515772819,INDUNOR,Acrobat Tools,2025,8,1
30515772819,INDUNOR,Acrobat Tools,2025,9,1
30515772819,INDUNOR,Acrobat Tools,2025,10,1
30515772819,INDUNOR,Acrobat Tools,2025,11,1
30515772819,INDUNOR,Acrobat Tools,2025,12,1
30515772819,INDUNOR,Acrobat Tools,2026,1,1
30515772819,INDUNOR,Acrobat Tools,2026,2,1
30515772819,INDUNOR,Acrobat Tools,2026,3,1
30515772819,INDUNOR,Acrobat Tools,2026,4,1
30515772819,INDUNOR,Calendarios Impositivos,0,0,1
30515772819,INDUNOR,Calendarios Impositivos,2024,4,1
30515772819,INDUNOR,Calendarios Impositivos,2024,5,1
30515772819,INDUNOR,Calendarios Impositivos,2024,6,1
30515772819,INDUNOR,Calendarios Impositivos,2024,7,1
30515772819,INDUNOR,Calendarios Impositivos,2024,8,1
30515772819,INDUNOR,Calendarios Impositivos,2024,9,1
30515772819,INDUNOR,Calendarios Impositivos,2024,10,1
30515772819,INDUNOR,Calendarios Impositivos,2024,11,1
30515772819,INDUNOR,Calendarios Impositivos,2024,12,1
30515772819,INDUNOR,Calendarios Impositivos,2025,1,1
30515772819,INDUNOR,Calendarios Impositivos,2025,2,1
30515772819,INDUNOR,Calendarios Impositivos,2025,3,1
30515772819,INDUNOR,Calendarios Impositivos,2025,4,1
30515772819,INDUNOR,Calendarios Impositivos,2025,5,1
30515772819,INDUNOR,Calendarios Impositivos,2025,6,1
30515772819,INDUNOR,Calendarios Impositivos,2025,7,1
30515772819,INDUNOR,Calendarios Impositivos,2025,8,1
30515772819,INDUNOR,Calendarios Impositivos,2025,9,1
30515772819,INDUNOR,Calendarios Impositivos,2025,10,1
30515772819,INDUNOR,Calendarios Impositivos,2025,11,1
30515772819,INDUNOR,Calendarios Impositivos,2025,12,1
30515772819,INDUNOR,Calendarios Impositivos,2026,1,1
30515772819,INDUNOR,Calendarios Impositivos,2026,2,1
30515772819,INDUNOR,Calendarios Impositivos,2026,3,1
30515772819,INDUNOR,Calendarios Impositivos,2026,4,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,0,0,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,4,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,5,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,6,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,7,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,8,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,9,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,10,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,11,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2024,12,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,1,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,2,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,3,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,4,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,5,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,6,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,7,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,8,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,9,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,10,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,11,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2025,12,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2026,1,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2026,2,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2026,3,1
30515772819,INDUNOR,Padrones Impositivos - ComplyPro,2026,4,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,0,0,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,4,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,5,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,6,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,7,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,8,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,9,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,10,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,11,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2024,12,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,1,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,2,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,3,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,4,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,5,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,6,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,7,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,8,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,9,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,10,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,11,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2025,12,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2026,1,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2026,2,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2026,3,1
30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,2026,4,1
30618725320,Cerro Vanguardia,Acrobat Tools,0,0,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,4,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,5,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,6,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,7,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,8,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,9,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,10,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,11,1
30618725320,Cerro Vanguardia,Acrobat Tools,2024,12,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,1,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,2,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,3,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,4,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,5,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,6,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,7,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,8,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,9,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,10,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,11,1
30618725320,Cerro Vanguardia,Acrobat Tools,2025,12,1
30618725320,Cerro Vanguardia,Acrobat Tools,2026,1,1
30618725320,Cerro Vanguardia,Acrobat Tools,2026,2,1
30618725320,Cerro Vanguardia,Acrobat Tools,2026,3,1
30618725320,Cerro Vanguardia,Acrobat Tools,2026,4,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,0,0,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,4,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,5,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,6,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,7,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,8,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,9,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,10,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,11,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2024,12,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,1,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,2,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,3,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,4,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,5,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,6,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,7,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,8,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,9,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,10,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,11,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2025,12,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2026,1,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2026,2,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2026,3,1
30618725320,Cerro Vanguardia,Calendarios Impositivos,2026,4,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,0,0,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,4,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,5,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,6,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,7,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,8,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,9,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,10,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,11,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2024,12,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,1,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,2,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,3,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,4,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,5,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,6,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,7,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,8,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,9,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,10,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,11,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2025,12,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2026,1,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2026,2,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2026,3,1
30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,2026,4,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,0,0,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,4,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,5,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,6,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,7,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,8,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,9,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,10,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,11,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2024,12,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,1,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,2,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,3,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,4,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,5,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,6,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,7,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,8,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,9,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,10,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,11,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2025,12,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2026,1,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2026,2,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2026,3,1
30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,2026,4,1
30717072231,Kyndryl,Acrobat Tools,0,0,1
30717072231,Kyndryl,Acrobat Tools,2024,4,1
30717072231,Kyndryl,Acrobat Tools,2024,5,1
30717072231,Kyndryl,Acrobat Tools,2024,6,1
30717072231,Kyndryl,Acrobat Tools,2024,7,1
30717072231,Kyndryl,Acrobat Tools,2024,8,1
30717072231,Kyndryl,Acrobat Tools,2024,9,1
30717072231,Kyndryl,Acrobat Tools,2024,10,1
30717072231,Kyndryl,Acrobat Tools,2024,11,1
30717072231,Kyndryl,Acrobat Tools,2024,12,1
30717072231,Kyndryl,Acrobat Tools,2025,1,1
30717072231,Kyndryl,Acrobat Tools,2025,2,1
30717072231,Kyndryl,Acrobat Tools,2025,3,1
30717072231,Kyndryl,Acrobat Tools,2025,4,1
30717072231,Kyndryl,Acrobat Tools,2025,5,1
30717072231,Kyndryl,Acrobat Tools,2025,6,1
30717072231,Kyndryl,Acrobat Tools,2025,7,1
30717072231,Kyndryl,Acrobat Tools,2025,8,1
30717072231,Kyndryl,Acrobat Tools,2025,9,1
30717072231,Kyndryl,Acrobat Tools,2025,10,1
30717072231,Kyndryl,Acrobat Tools,2025,11,1
30717072231,Kyndryl,Acrobat Tools,2025,12,1
30717072231,Kyndryl,Acrobat Tools,2026,1,1
30717072231,Kyndryl,Acrobat Tools,2026,2,1
30717072231,Kyndryl,Acrobat Tools,2026,3,1
30717072231,Kyndryl,Acrobat Tools,2026,4,1
30717072231,Kyndryl,Calendarios Impositivos,0,0,1
30717072231,Kyndryl,Calendarios Impositivos,2024,4,1
30717072231,Kyndryl,Calendarios Impositivos,2024,5,1
30717072231,Kyndryl,Calendarios Impositivos,2024,6,1
30717072231,Kyndryl,Calendarios Impositivos,2024,7,1
30717072231,Kyndryl,Calendarios Impositivos,2024,8,1
30717072231,Kyndryl,Calendarios Impositivos,2024,9,1
30717072231,Kyndryl,Calendarios Impositivos,2024,10,1
30717072231,Kyndryl,Calendarios Impositivos,2024,11,1
30717072231,Kyndryl,Calendarios Impositivos,2024,12,1
30717072231,Kyndryl,Calendarios Impositivos,2025,1,1
30717072231,Kyndryl,Calendarios Impositivos,2025,2,1
30717072231,Kyndryl,Calendarios Impositivos,2025,3,1
30717072231,Kyndryl,Calendarios Impositivos,2025,4,1
30717072231,Kyndryl,Calendarios Impositivos,2025,5,1
30717072231,Kyndryl,Calendarios Impositivos,2025,6,1
30717072231,Kyndryl,Calendarios Impositivos,2025,7,1
30717072231,Kyndryl,Calendarios Impositivos,2025,8,1
30717072231,Kyndryl,Calendarios Impositivos,2025,9,1
30717072231,Kyndryl,Calendarios Impositivos,2025,10,1
30717072231,Kyndryl,Calendarios Impositivos,2025,11,1
30717072231,Kyndryl,Calendarios Impositivos,2025,12,1
30717072231,Kyndryl,Calendarios Impositivos,2026,1,1
30717072231,Kyndryl,Calendarios Impositivos,2026,2,1
30717072231,Kyndryl,Calendarios Impositivos,2026,3,1
30717072231,Kyndryl,Calendarios Impositivos,2026,4,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,0,0,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,4,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,5,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,6,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,7,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,8,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,9,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,10,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,11,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2024,12,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,1,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,2,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,3,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,4,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,5,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,6,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,7,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,8,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,9,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,10,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,11,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2025,12,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2026,1,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2026,2,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2026,3,1
30717072231,Kyndryl,Padrones Impositivos - ComplyPro,2026,4,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,0,0,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,4,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,5,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,6,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,7,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,8,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,9,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,10,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,11,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2024,12,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,1,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,2,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,3,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,4,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,5,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,6,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,7,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,8,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,9,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,10,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,11,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2025,12,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2026,1,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2026,2,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2026,3,1
30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,2026,4,1
30700869918,Bunge,Acrobat Tools,0,0,1
30700869918,Bunge,Acrobat Tools,2024,4,1
30700869918,Bunge,Acrobat Tools,2024,5,1
30700869918,Bunge,Acrobat Tools,2024,6,1
30700869918,Bunge,Acrobat Tools,2024,7,1
30700869918,Bunge,Acrobat Tools,2024,8,1
30700869918,Bunge,Acrobat Tools,2024,9,1
30700869918,Bunge,Acrobat Tools,2024,10,1
30700869918,Bunge,Acrobat Tools,2024,11,1
30700869918,Bunge,Acrobat Tools,2024,12,1
30700869918,Bunge,Acrobat Tools,2025,1,1
30700869918,Bunge,Acrobat Tools,2025,2,1
30700869918,Bunge,Acrobat Tools,2025,3,1
30700869918,Bunge,Acrobat Tools,2025,4,1
30700869918,Bunge,Acrobat Tools,2025,5,1
30700869918,Bunge,Acrobat Tools,2025,6,1
30700869918,Bunge,Acrobat Tools,2025,7,1
30700869918,Bunge,Acrobat Tools,2025,8,1
30700869918,Bunge,Acrobat Tools,2025,9,1
30700869918,Bunge,Acrobat Tools,2025,10,1
30700869918,Bunge,Acrobat Tools,2025,11,1
30700869918,Bunge,Acrobat Tools,2025,12,1
30700869918,Bunge,Acrobat Tools,2026,1,1
30700869918,Bunge,Acrobat Tools,2026,2,1
30700869918,Bunge,Acrobat Tools,2026,3,1
30700869918,Bunge,Acrobat Tools,2026,4,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,0,0,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,4,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,5,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,6,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,7,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,8,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,9,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,10,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,11,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2024,12,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,1,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,2,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,3,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,4,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,5,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,6,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,7,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,8,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,9,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,10,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,11,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2025,12,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2026,1,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2026,2,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2026,3,1
30700869918,Bunge,Permisos de Embarque MOA Reingeniería,2026,4,1
30584688455,Copetro,Acrobat Tools,0,0,1
30584688455,Copetro,Acrobat Tools,2024,4,1
30584688455,Copetro,Acrobat Tools,2024,5,1
30584688455,Copetro,Acrobat Tools,2024,6,1
30584688455,Copetro,Acrobat Tools,2024,7,1
30584688455,Copetro,Acrobat Tools,2024,8,1
30584688455,Copetro,Acrobat Tools,2024,9,1
30584688455,Copetro,Acrobat Tools,2024,10,1
30584688455,Copetro,Acrobat Tools,2024,11,1
30584688455,Copetro,Acrobat Tools,2024,12,1
30584688455,Copetro,Acrobat Tools,2025,1,1
30584688455,Copetro,Acrobat Tools,2025,2,1
30584688455,Copetro,Acrobat Tools,2025,3,1
30584688455,Copetro,Acrobat Tools,2025,4,1
30584688455,Copetro,Acrobat Tools,2025,5,1
30584688455,Copetro,Acrobat Tools,2025,6,1
30584688455,Copetro,Acrobat Tools,2025,7,1
30584688455,Copetro,Acrobat Tools,2025,8,1
30584688455,Copetro,Acrobat Tools,2025,9,1
30584688455,Copetro,Acrobat Tools,2025,10,1
30584688455,Copetro,Acrobat Tools,2025,11,1
30584688455,Copetro,Acrobat Tools,2025,12,1
30584688455,Copetro,Acrobat Tools,2026,1,1
30584688455,Copetro,Acrobat Tools,2026,2,1
30584688455,Copetro,Acrobat Tools,2026,3,1
30584688455,Copetro,Acrobat Tools,2026,4,1
30661921966,Origenes Afjp,Acrobat Tools,0,0,1
30661921966,Origenes Afjp,Acrobat Tools,2024,4,1
30661921966,Origenes Afjp,Acrobat Tools,2024,5,1
30661921966,Origenes Afjp,Acrobat Tools,2024,6,1
30661921966,Origenes Afjp,Acrobat Tools,2024,7,1
30661921966,Origenes Afjp,Acrobat Tools,2024,8,1
30661921966,Origenes Afjp,Acrobat Tools,2024,9,1
30661921966,Origenes Afjp,Acrobat Tools,2024,10,1
30661921966,Origenes Afjp,Acrobat Tools,2024,11,1
30661921966,Origenes Afjp,Acrobat Tools,2024,12,1
30661921966,Origenes Afjp,Acrobat Tools,2025,1,1
30661921966,Origenes Afjp,Acrobat Tools,2025,2,1
30661921966,Origenes Afjp,Acrobat Tools,2025,3,1
30661921966,Origenes Afjp,Acrobat Tools,2025,4,1
30661921966,Origenes Afjp,Acrobat Tools,2025,5,1
30661921966,Origenes Afjp,Acrobat Tools,2025,6,1
30661921966,Origenes Afjp,Acrobat Tools,2025,7,1
30661921966,Origenes Afjp,Acrobat Tools,2025,8,1
30661921966,Origenes Afjp,Acrobat Tools,2025,9,1
30661921966,Origenes Afjp,Acrobat Tools,2025,10,1
30661921966,Origenes Afjp,Acrobat Tools,2025,11,1
30661921966,Origenes Afjp,Acrobat Tools,2025,12,1
